,EAN_13,categorie,code,description,marque,nom,prix,reference_fabricant,remise_pourcentage,url_produit,prix_initial
2108,3551760933123,Raccordement - Accessoires,B8540700,"La culotte galvanisée en ""Y"" de dérivation, avec un diamètre de 125 mm, est conçue pour les systèmes de ventilation et de chauffage. Ce raccord permet de dériver le conduit principal en deux branches, offrant une solution efficace pour une installation flexible et optimisée. Fabriquée en acier galvanisé, cette culotte garantit une résistance accrue à la corrosion, assurant une durabilité maximale et une étanchéité parfaite.",joncoux,"Culotte galvanisee en ""Y"" de derivation - diametre 125 mm - Joncoux",26.38,jon-93312,0.0,https://www.centrale-brico.com/joncoux-culotte-galvanisee-en-y-de-derivation-diametre-125-mm-b8540700,26.38
2109,3551760933109,Raccordement - Accessoires,B8540600,"La culotte galvanisée en ""Y"" de dérivation, avec un diamètre de 100 mm, est conçue pour les systèmes de ventilation et de chauffage. Ce raccord permet de dériver le conduit principal en deux branches, offrant une solution efficace pour une installation flexible et optimisée. Fabriquée en acier galvanisé, cette culotte garantit une résistance accrue à la corrosion, assurant une durabilité maximale et une étanchéité parfaite.",joncoux,"Culotte galvanisee en ""Y"" de derivation - diametre 100 mm - Joncoux",27.52,jon-93310,0.0,https://www.centrale-brico.com/joncoux-culotte-galvanisee-en-y-de-derivation-diametre-100-mm-b8540600,27.52
2110,3551760930153,Raccordement - Accessoires,B8540500,"Le coude en T galvanisé de 90° d'angle, avec un diamètre de 150 mm, est idéal pour les installations de ventilation et de chauffage. Ce raccord de haute qualité, de type Egal, permet de connecter des conduits de manière efficace tout en assurant une étanchéité optimale. Sa construction en acier galvanisé offre une résistance accrue à la corrosion, garantissant ainsi une installation durable et fiable.",joncoux,Coude en T galvanise de 90deg d'angle - diametre 150 mm - Egal - Joncoux,24.74,jon-93015,0.0,https://www.centrale-brico.com/joncoux-coude-en-t-galvanise-de-90-d-angle-diametre-150-mm-egal-b8540500,24.74
2111,3551760930122,Raccordement - Accessoires,B8540400,"Le coude en T galvanisé de 90° d'angle, avec un diamètre de 125 mm, est idéal pour les installations de ventilation et de chauffage. Ce raccord de haute qualité, de type Egal, permet de connecter des conduits de manière efficace tout en assurant une étanchéité optimale. Sa construction en acier galvanisé offre une résistance accrue à la corrosion, garantissant ainsi une installation durable et fiable.",joncoux,Coude en T galvanise de 90deg d'angle - diametre 125 mm - Egal - Joncoux,26.4,jon-93012,0.0,https://www.centrale-brico.com/joncoux-coude-en-t-galvanise-de-90-d-angle-diametre-125-mm-egal-b8540400,26.4
2112,3551760930108,Raccordement - Accessoires,B8540300,"Le coude en T galvanisé de 90° d'angle, avec un diamètre de 100 mm, est idéal pour les installations de ventilation et de chauffage. Ce raccord de haute qualité, de type Egal, permet de connecter des conduits de manière efficace tout en assurant une étanchéité optimale. Sa construction en acier galvanisé offre une résistance accrue à la corrosion, garantissant ainsi une installation durable et fiable.",joncoux,Coude en T galvanise de 90deg d'angle - diametre 100 mm - Egal - Joncoux,24.2,jon-93010,0.0,https://www.centrale-brico.com/joncoux-coude-en-t-galvanise-de-90-d-angle-diametre-100-mm-egal-b8540300,24.2
2113,3551760199628,Raccordement - Accessoires,B8539700,"Le manchon galvanisé pour conduit, avec un diamètre de 100 mm, fait partie du modèle Flexible Flexor de la marque Isotip Joncoux. Conçu pour les systèmes de distribution d'air chaud, ce manchon est idéal pour les installations de cheminées, poêles et inserts. Conforme à la norme CE 0071, il est également certifié par un avis technique (DTA n°14/16-2221) pour garantir une installation sûre et efficace.",joncoux,Manchon male Galva V pour conduit - diametre 100 mm - Modele Flexible Flexor - Joncoux,10.13,jon-19962,0.0,https://www.centrale-brico.com/joncoux-manchon-male-galva-v-pour-conduit-diametre-100-mm-modele-flexible-flexor-b8539700,10.13
2114,3551760199611,Raccordement - Accessoires,B8539600,"Le manchon galvanisé pour conduit, avec un diamètre de 80 mm, fait partie du modèle Flexible Flexor de la marque Isotip Joncoux. Conçu pour les systèmes de distribution d'air chaud, ce manchon est idéal pour les installations de cheminées, poêles et inserts. Conforme à la norme CE 0071, il est également certifié par un avis technique (DTA n°14/16-2221) pour garantir une installation sûre et efficace.",joncoux,Manchon male Galva V pour conduit - diametre 80 mm - Modele Flexible Flexor - Joncoux,10.13,jon-19961,0.0,https://www.centrale-brico.com/joncoux-manchon-male-galva-v-pour-conduit-diametre-80-mm-modele-flexible-flexor-b8539600,10.13
2115,3551760191097,Raccordement - Accessoires,B8537300,"La rosace en aluminium de diamètre 97 mm est spécialement conçue pour le raccordement des gaines dans les systèmes de chauffage au gaz. Fabriquée en aluminium de haute qualité, elle assure une finition soignée tout en offrant une étanchéité parfaite. Idéale pour les installations de gaz, cette rosace garantit une connexion durable et sécurisée.",joncoux,Une rosace en aluminium de diametre 97 mm - pour raccordement - Joncoux,11.78,jon-19109,0.0,https://www.centrale-brico.com/joncoux-une-rosace-en-aluminium-de-diametre-97-mm-pour-raccordement-b8537300,11.78
2116,355176019108,Raccordement - Accessoires,B8537200,"La rosace en aluminium de diamètre 83 mm est spécialement conçue pour le raccordement des gaines dans les systèmes de chauffage au gaz. Fabriquée en aluminium de haute qualité, elle assure une finition soignée tout en offrant une étanchéité parfaite. Idéale pour les installations de gaz, cette rosace garantit une connexion durable et sécurisée.",joncoux,Une rosace en aluminium de diametre 83 mm - pour raccordement - Joncoux,12.67,jon-19108,0.0,https://www.centrale-brico.com/joncoux-une-rosace-en-aluminium-de-diametre-83-mm-pour-raccordement-b8537200,12.67
2117,3551760444155,Raccordement - Accessoires,B8537100,"Cette manchette à sceller en acier galvanisé, avec un diamètre de 153 mm, est conçue pour assurer une connexion solide et durable dans vos installations de chauffage. Fabriquée par Joncoux, elle est idéale pour les raccordements nécessitant une fixation fiable et une résistance à la corrosion.",joncoux,Une manchette a sceller en acier galvanise - diametre 153 mm - Joncoux,12.73,jon-44415,0.0,https://www.centrale-brico.com/joncoux-une-manchette-a-sceller-en-acier-galvanise-diametre-153-mm-b8537100,12.73
2118,3551760444131,Raccordement - Accessoires,B8537000,"Cette manchette à sceller en acier galvanisé, avec un diamètre de 139 mm, est conçue pour assurer une connexion solide et durable dans vos installations de chauffage. Fabriquée par Joncoux, elle est idéale pour les raccordements nécessitant une fixation fiable et une résistance à la corrosion.",joncoux,Une manchette a sceller en acier galvanise - diametre 139 mm - Joncoux,12.7,jon-44413,0.0,https://www.centrale-brico.com/joncoux-une-manchette-a-sceller-en-acier-galvanise-diametre-139-mm-b8537000,12.7
2119,3551760444087,Raccordement - Accessoires,B8536900,"Cette manchette à sceller en acier galvanisé, avec un diamètre de 83 mm, est conçue pour assurer une connexion solide et durable dans vos installations de chauffage. Fabriquée par Joncoux, elle est idéale pour les raccordements nécessitant une fixation fiable et une résistance à la corrosion.",joncoux,Une manchette a sceller en acier galvanise - diametre 83 mm - Joncoux,10.63,jon-44408,0.0,https://www.centrale-brico.com/joncoux-une-manchette-a-sceller-en-acier-galvanise-diametre-83-mm-b8536900,10.63
2120,3551760444124,Raccordement - Accessoires,B8536800,"Cette manchette à sceller en acier galvanisé, avec un diamètre de 125 mm, est conçue pour assurer une connexion solide et durable dans vos installations de chauffage. Fabriquée par Joncoux, elle est idéale pour les raccordements nécessitant une fixation fiable et une résistance à la corrosion.",joncoux,Une manchette a sceller en acier galvanise - diametre 125 mm - Joncoux,11.15,jon-44412,0.0,https://www.centrale-brico.com/joncoux-une-manchette-a-sceller-en-acier-galvanise-diametre-125-mm-b8536800,11.15
2121,3551760444117,Raccordement - Accessoires,B8536700,"Cette manchette à sceller en acier galvanisé, avec un diamètre de 111 mm, est conçue pour assurer une connexion solide et durable dans vos installations de chauffage. Fabriquée par Joncoux, elle est idéale pour les raccordements nécessitant une fixation fiable et une résistance à la corrosion.",joncoux,Une manchette a sceller en acier galvanise - diametre 111 mm - Joncoux,10.86,jon-44411,0.0,https://www.centrale-brico.com/joncoux-une-manchette-a-sceller-en-acier-galvanise-diametre-111-mm-b8536700,10.86
2122,3551760444094,Raccordement - Accessoires,B8536600,"Cette manchette à sceller en acier galvanisé, avec un diamètre de 97 mm, est conçue pour assurer une connexion solide et durable dans vos installations de chauffage. Fabriquée par Joncoux, elle est idéale pour les raccordements nécessitant une fixation fiable et une résistance à la corrosion.",joncoux,Une manchette a sceller en acier galvanise - diametre 97 mm - Joncoux,10.73,jon-44409,0.0,https://www.centrale-brico.com/joncoux-une-manchette-a-sceller-en-acier-galvanise-diametre-97-mm-b8536600,10.73
2123,3551760371031,Raccordement - Accessoires,B8536500,"Le chapeau chinois en inox n°A3, avec un diamètre ajustable de Ø180 à 250 mm, est conçu pour protéger les conduits ou tubages contre les intempéries. Ce produit de haute qualité, fabriqué par Isotip Joncoux, assure une protection optimale de votre cheminée, poêle ou insert, tout en étant conforme aux normes CE pour une installation sûre et efficace.",joncoux,Chapeau chinois en inox - NdegA3 - diametre de 180 a 250 mm - Joncoux,39.55,jon-37103,0.0,https://www.centrale-brico.com/joncoux-chapeau-chinois-en-inox-na3-diametre-de-180-a-250-mm-b8536500,39.55
2124,3551760371024,Raccordement - Accessoires,B8536400,"Le chapeau chinois en inox n°A2, avec un diamètre ajustable de Ø130 à 167 mm, est conçu pour protéger les conduits ou tubages contre les intempéries. Ce produit de haute qualité, fabriqué par Isotip Joncoux, assure une protection optimale de votre cheminée, poêle ou insert, tout en étant conforme aux normes CE pour une installation sûre et efficace.",joncoux,Chapeau chinois en inox - NdegA2 - diametre de 130 a 167 mm - Joncoux,38.29,jon-37102,0.0,https://www.centrale-brico.com/joncoux-chapeau-chinois-en-inox-na2-diametre-de-130-a-167-mm-b8536400,38.29
2125,3551760371017,Raccordement - Accessoires,B8536300,"Le chapeau chinois en inox n°A1, avec un diamètre ajustable de Ø80 à 125 mm, est conçu pour protéger les conduits ou tubages contre les intempéries. Ce produit de haute qualité, fabriqué par Isotip Joncoux, assure une protection optimale de votre cheminée, poêle ou insert, tout en étant conforme aux normes CE pour une installation sûre et efficace.",joncoux,Chapeau chinois en inox - NdegA1 - diametre de 80 a 125 mm - Joncoux,31.24,jon-37101,0.0,https://www.centrale-brico.com/joncoux-chapeau-chinois-en-inox-na1-diametre-de-80-a-125-mm-b8536300,31.24
2126,3551763700357,Raccordement - Accessoires,B8536200,"Optimisez l'efficacité et l'esthétique de votre système de chauffage avec notre manchon buse F/F JONCOUX en émail noir mat, conçu pour un ajustement parfait et une performance durable. Ce composant essentiel, doté d'un diamètre de 180 mm, garantit un raccordement homogène entre l'appareil et le conduit, tout en apportant une touche élégante à votre installation.",joncoux,Manchon et buse F/F emaille - diametre 180 mm - Noir mat - A.BISTRE - Joncoux,33.0,jon-370035,0.0,https://www.centrale-brico.com/joncoux-manchon-et-buse-ff-emaille-diametre-180-mm-noir-mat-abistre-b8536200,33.0
2127,3551769700337,Raccordement - Accessoires,B8536100,,joncoux,"Collier de suspension pour raccordement - Email 0,7mm - noir - O180 - Joncoux",25.96,jon-970033,0.0,https://www.centrale-brico.com/joncoux-collier-de-suspension-pour-raccordement-email-07mm-noir-180-b8536100,25.96
2128,3551769700481,Raccordement - Accessoires,B8536000,"La rosace à ressort en émail noir est conçue pour offrir une finition esthétique au plafond lors de l'installation de poêles à bois (bûches) et de poêles à pellets. Autoportante et facile à installer, cette rosace est fabriquée en émaillé 0,7 mm, capable de supporter des températures élevées. Livrée dans un emballage individuel avec film thermorétractable pour une protection optimale avant l'installation, elle est disponible en finition noire ou grise.",joncoux,Rosace pour ressort email - noire - O180mm - pour pellets et buches - Joncoux,23.81,jon-970048,0.0,https://www.centrale-brico.com/joncoux-rosace-pour-ressort-email-noire-180mm-pour-pellets-et-buches-b8536000,23.81
2129,3551763700104,Raccordement - Accessoires,B8533700,"Le coude émaillé de 45°, avec un diamètre de 125 mm, est conçu pour assurer une étanchéité parfaite dans le raccordement des poêles à bois. Fabriqué en acier avec un revêtement en émail de 0,7 mm d'épaisseur, il garantit une durabilité et une performance optimale. Ce composant, avec une longueur de 13 cm, est idéal pour les installations nécessitant un dévoiement de conduit de fumée.",joncoux,"Coude emaille de 45deg d'angle - pour raccordement - diametre 125 mm - longueur 13 cm - epaisseur 0,7 mm - Joncoux",42.19,jon-370010,0.0,https://www.centrale-brico.com/joncoux-coude-emaille-de-45-d-angle-pour-raccordement-diametre-125-mm-longueur-13-cm-epaisseur-07-mm-b8533700,42.19
2130,3551763700074,Raccordement - Accessoires,B8533600,"L'élément droit Apollo Pellets Simple Paroi est conçu pour l'évacuation des fumées des poêles à granulés. Fabriqué en émail avec une épaisseur de 0,7 mm, cet élément est monté avec un joint viton pour assurer une étanchéité parfaite. Avec un diamètre de Ø125 mm et une longueur de 1000 mm, il est idéal pour le raccordement des appareils dans la pièce où ils sont installés.",joncoux,Element droit - Hauteur 1M - Email 0.7mm - Noir mat - O125 - Joncoux,63.85,jon-370007,0.0,https://www.centrale-brico.com/joncoux-element-droit-hauteur-1m-email-07mm-noir-mat-125-b8533600,63.85
2131,3551763700043,Raccordement - Accessoires,B8533500,"L'élément droit Apollo Pellets Simple Paroi est conçu pour l'évacuation des fumées des poêles à granulés. Fabriqué en émail avec une épaisseur de 0,7 mm, cet élément est monté avec un joint viton pour assurer une étanchéité parfaite. Avec un diamètre de Ø125 mm et une longueur de 500 mm, il est idéal pour le raccordement des appareils dans la pièce où ils sont installés.",joncoux,Element droit - Hauteur 500 mm - Email 0.7mm - Noir mat - O125 - Joncoux,25.15,jon-370004,0.0,https://www.centrale-brico.com/joncoux-element-droit-hauteur-500-mm-email-07mm-noir-mat-125-b8533500,25.15
2132,3551763700012,Raccordement - Accessoires,B8533400,"L'élément droit Apollo Pellets Simple Paroi est conçu pour l'évacuation des fumées des poêles à granulés. Fabriqué en émail avec une épaisseur de 0,7 mm, cet élément est monté avec un joint viton pour assurer une étanchéité parfaite. Avec un diamètre de Ø125 mm et une largeur de 250 mm, il est idéal pour le raccordement des appareils dans la pièce où ils sont installés.",joncoux,Element droit - Hauteur 250 mm - Email 0.7mm - Noir mat - O125 - Joncoux,22.76,jon-370001,0.0,https://www.centrale-brico.com/joncoux-element-droit-hauteur-250-mm-email-07mm-noir-mat-125-b8533400,22.76
2133,3551760152159,Raccordement - Accessoires,B8533300,"La virole en aluminium, d'un diamètre de 153 mm et d'une longueur de 15 cm, est conçue pour le raccordement mural des installations de gaz. Ce composant fait partie des pièces d'origine Isotip Joncoux, garantissant une qualité et une conformité aux normes CE 0071. Parfait pour les systèmes Flexor Gaz, cette virole assure un raccordement fiable et durable pour vos installations de chauffage au gaz.",joncoux,Virole de raccordement mural - aluminium - Diametre 153 mm - Longueur 15 cm - Joncoux,19.42,jon-15215,0.0,https://www.centrale-brico.com/joncoux-virole-de-raccordement-mural-aluminium-diametre-153-mm-longueur-15-cm-b8533300,19.42
2134,355176644153,Raccordement - Accessoires,B8533200,"Le flexible gaz étirable FLEXOR GAZ, d'une longueur de 1,5 mètre, est conçu pour les raccordements de systèmes au gaz. Livré avec un manchon d'adaptation, ce flexible en aluminium de haute qualité est conforme aux normes CE 0071 et aux prescriptions du CSTB procédés de fumisterie, ainsi qu'au DTU 61-1 pour les installations gaz. Sa conformité à QUALIGAZ garantit une installation fiable et sécurisée.",joncoux,"Flexible gaz pour raccordement - 1,5M de longueur extensible - modele FLEXOR GAZ - diametre 153/160 mm - livre avec raccord - Joncoux",33.05,jon-644153,0.0,https://www.centrale-brico.com/joncoux-flexible-gaz-pour-raccordement-15m-de-longueur-extensible-modele-flexor-gaz-diametre-153160-mm-livre-avec-raccord-b8533200,33.05
2135,3551760152135,Raccordement - Accessoires,B8533100,"La virole en aluminium, d'un diamètre de 139 mm et d'une longueur de 15 cm, est conçue pour le raccordement mural des installations de gaz. Ce composant fait partie des pièces d'origine Isotip Joncoux, garantissant une qualité et une conformité aux normes CE 0071. Parfait pour les systèmes Flexor Gaz, cette virole assure un raccordement fiable et durable pour vos installations de chauffage au gaz.",joncoux,Virole de raccordement mural - aluminium - Diametre 139 mm - Longueur 15 cm - Joncoux,18.56,jon-15213,0.0,https://www.centrale-brico.com/joncoux-virole-de-raccordement-mural-aluminium-diametre-139-mm-longueur-15-cm-b8533100,18.56
2136,3551766441394,Raccordement - Accessoires,B8533000,"Le flexible gaz étirable FLEXOR GAZ, d'une longueur de 1,5 mètre, est conçu pour les raccordements de systèmes au gaz. Livré avec un manchon d'adaptation, ce flexible en aluminium de haute qualité est conforme aux normes CE 0071 et aux prescriptions du CSTB procédés de fumisterie, ainsi qu'au DTU 61-1 pour les installations gaz. Sa conformité à QUALIGAZ garantit une installation fiable et sécurisée.",joncoux,"Flexible gaz pour raccordement - 1,5M de longueur extensible - modele FLEXOR GAZ - diametre 139/146 mm - livre avec raccord - Joncoux",58.61,jon-644139,0.0,https://www.centrale-brico.com/joncoux-flexible-gaz-pour-raccordement-15m-de-longueur-extensible-modele-flexor-gaz-diametre-139146-mm-livre-avec-raccord-b8533000,58.61
2137,3551760152128,Raccordement - Accessoires,B8532900,"La virole en aluminium, d'un diamètre de 125 mm et d'une longueur de 15 cm, est conçue pour le raccordement mural des installations de gaz. Ce composant fait partie des pièces d'origine Isotip Joncoux, garantissant une qualité et une conformité aux normes CE 0071. Parfait pour les systèmes Flexor Gaz, cette virole assure un raccordement fiable et durable pour vos installations de chauffage au gaz.",joncoux,Virole de raccordement mural - aluminium - Diametre 125 mm - Longueur 15 cm - Joncoux,16.3,jon-15212,0.0,https://www.centrale-brico.com/joncoux-virole-de-raccordement-mural-aluminium-diametre-125-mm-longueur-15-cm-b8532900,16.3
2138,3551766441257,Raccordement - Accessoires,B8532800,"Le flexible gaz étirable FLEXOR GAZ, d'une longueur de 1,5 mètre, est conçu pour les raccordements de systèmes au gaz. Livré avec un manchon d'adaptation, ce flexible en aluminium de haute qualité est conforme aux normes CE 0071 et aux prescriptions du CSTB procédés de fumisterie, ainsi qu'au DTU 61-1 pour les installations gaz. Sa conformité à QUALIGAZ garantit une installation fiable et sécurisée.",joncoux,"Flexible gaz pour raccordement - 1,5M de longueur extensible - modele FLEXOR GAZ - diametre 125/132 mm - livre avec raccord - Joncoux",53.39,jon-644125,0.0,https://www.centrale-brico.com/joncoux-flexible-gaz-pour-raccordement-15m-de-longueur-extensible-modele-flexor-gaz-diametre-125132-mm-livre-avec-raccord-b8532800,53.39
2139,3551760152111,Raccordement - Accessoires,B8532700,"La virole en aluminium, d'un diamètre de 111 mm et d'une longueur de 15 cm, est conçue pour le raccordement mural des installations de gaz. Ce composant fait partie des pièces d'origine Isotip Joncoux, garantissant une qualité et une conformité aux normes CE 0071. Parfait pour les systèmes Flexor Gaz, cette virole assure un raccordement fiable et durable pour vos installations de chauffage au gaz.",joncoux,Virole de raccordement mural - aluminium - Diametre 111 mm - Longueur 15 cm - Joncoux,17.12,jon-15211,0.0,https://www.centrale-brico.com/joncoux-virole-de-raccordement-mural-aluminium-diametre-111-mm-longueur-15-cm-b8532700,17.12
2140,355176644111,Raccordement - Accessoires,B8532600,"Le flexible gaz étirable FLEXOR GAZ, d'une longueur de 1,5 mètre, est conçu pour les raccordements de systèmes au gaz. Livré avec un manchon d'adaptation, ce flexible en aluminium de haute qualité est conforme aux normes CE 0071 et aux prescriptions du CSTB procédés de fumisterie, ainsi qu'au DTU 61-1 pour les installations gaz. Sa conformité à QUALIGAZ garantit une installation fiable et sécurisée.",joncoux,"Flexible gaz pour raccordement - 1,5M de longueur extensible - modele FLEXOR GAZ - diametre 111/117 mm - livre avec raccord - Joncoux",54.6,jon-644111,0.0,https://www.centrale-brico.com/joncoux-flexible-gaz-pour-raccordement-15m-de-longueur-extensible-modele-flexor-gaz-diametre-111117-mm-livre-avec-raccord-b8532600,54.6
2141,3551760152098,Raccordement - Accessoires,B8532500,"La virole en aluminium, d'un diamètre de 97 mm et d'une longueur de 15 cm, est conçue pour le raccordement mural des installations de gaz. Ce composant fait partie des pièces d'origine Isotip Joncoux, garantissant une qualité et une conformité aux normes CE 0071. Parfait pour les systèmes Flexor Gaz, cette virole assure un raccordement fiable et durable pour vos installations de chauffage au gaz.",joncoux,Virole de raccordement mural - aluminium - Diametre 97 mm - Longueur 15 cm - Joncoux,16.57,jon-15209,0.0,https://www.centrale-brico.com/joncoux-virole-de-raccordement-mural-aluminium-diametre-97-mm-longueur-15-cm-b8532500,16.57
2142,3551766440977,Raccordement - Accessoires,B8532400,"Le flexible gaz étirable FLEXOR GAZ, d'une longueur de 1,5 mètre, est conçu pour les raccordements de systèmes au gaz. Livré avec un manchon d'adaptation, ce flexible en aluminium de haute qualité est conforme aux normes CE 0071 et aux prescriptions du CSTB procédés de fumisterie, ainsi qu'au DTU 61-1 pour les installations gaz. Sa conformité à QUALIGAZ garantit une installation fiable et sécurisée.",joncoux,"Flexible gaz pour raccordement - 1,5M de longueur extensible - modele FLEXOR GAZ - diametre 97/103 mm - livre avec raccord - Joncoux",51.71,jon-644097,0.0,https://www.centrale-brico.com/joncoux-flexible-gaz-pour-raccordement-15m-de-longueur-extensible-modele-flexor-gaz-diametre-97103-mm-livre-avec-raccord-b8532400,51.71
2143,3551760424157,Raccordement - Accessoires,B8531900,"Le coude à 45° plissé est conçu pour le raccordement de conduits en aluminié-galvanisé dans les systèmes de chauffage. Ce composant, avec un diamètre intérieur de 153 mm et une épaisseur de 0,55 mm, est idéal pour les chaudières au gaz. Conforme à la norme CE 0071, il assure une connexion fiable et sécurisée dans vos installations de chauffage.",joncoux,Coude plisse de 45deg d'angle et aluminie pour conduit de raccordement - Diametre 153 mm - modele POLYFEU - Joncoux,17.27,jon-42415,0.0,https://www.centrale-brico.com/joncoux-coude-plisse-de-45-d-angle-et-aluminie-pour-conduit-de-raccordement-diametre-153-mm-modele-polyfeu-b8531900,17.27
2144,3551760421156,Raccordement - Accessoires,B8531800,"Le coude à 90° plissé est conçu pour le raccordement de conduits en aluminié-galvanisé dans les systèmes de chauffage. Ce composant, avec un diamètre intérieur de 153 mm et une épaisseur de 0,55 mm, est idéal pour les chaudières au gaz. Conforme à la norme CE 0071, il assure une connexion fiable et sécurisée dans vos installations de chauffage.",joncoux,Coude plisse de 90deg d'angle et aluminie pour conduit de raccordement - Diametre 153 mm - modele POLYFEU - Joncoux,17.5,jon-42115,0.0,https://www.centrale-brico.com/joncoux-coude-plisse-de-90-d-angle-et-aluminie-pour-conduit-de-raccordement-diametre-153-mm-modele-polyfeu-b8531800,17.5
2145,3551760413151,Raccordement - Accessoires,B8531700,"Optez pour notre tuyau de raccordement en aluminium agraphé, conçu spécifiquement pour les chaudières au gaz. Avec un diamètre intérieur de 153 mm et une épaisseur de 0,55 mm, ce tuyau assure une connexion fiable et durable pour vos systèmes de chauffage. Conforme à la norme CE 0071, il garantit une installation sécurisée et conforme aux réglementations en vigueur. Ce conduit de raccordement est également compatible avec les appareils de type B fonctionnant au gaz standard de type A et au fioul standard.",joncoux,"Tuyau aluminie de raccordement - modele POLYFEU - Diametre de 153mm - Longueur 0,33M - Joncoux",15.58,jon-41315,0.0,https://www.centrale-brico.com/joncoux-tuyau-aluminie-de-raccordement-modele-polyfeu-diametre-de-153mm-longueur-033m-b8531700,15.58
2146,3551760412154,Raccordement - Accessoires,B8531600,"Optez pour notre tuyau de raccordement en aluminium agraphé, conçu spécifiquement pour les chaudières au gaz. Avec un diamètre intérieur de 153 mm et une épaisseur de 0,55 mm, ce tuyau assure une connexion fiable et durable pour vos systèmes de chauffage. Conforme à la norme CE 0071, il garantit une installation sécurisée et conforme aux réglementations en vigueur. Ce conduit de raccordement est également compatible avec les appareils de type B fonctionnant au gaz standard de type A et au fioul standard.",joncoux,"Tuyau aluminie de raccordement - modele POLYFEU - Diametre de 153mm - Longueur 0,5M - Joncoux",18.29,jon-41215,0.0,https://www.centrale-brico.com/joncoux-tuyau-aluminie-de-raccordement-modele-polyfeu-diametre-de-153mm-longueur-05m-b8531600,18.29
2147,355176041015,Raccordement - Accessoires,B8531500,"Optez pour notre tuyau de raccordement en aluminium agraphé, conçu spécifiquement pour les chaudières au gaz. Avec un diamètre intérieur de 153 mm et une épaisseur de 0,55 mm, ce tuyau assure une connexion fiable et durable pour vos systèmes de chauffage. Conforme à la norme CE 0071, il garantit une installation sécurisée et conforme aux réglementations en vigueur. Ce conduit de raccordement est également compatible avec les appareils de type B fonctionnant au gaz standard de type A et au fioul standard.",joncoux,Tuyau aluminie de raccordement - modele POLYFEU - Diametre de 153mm - Longueur 1M - Joncoux,21.85,jon-41015,0.0,https://www.centrale-brico.com/joncoux-tuyau-aluminie-de-raccordement-modele-polyfeu-diametre-de-153mm-longueur-1m-b8531500,21.85
2148,355176044113,Raccordement - Accessoires,B8531400,"Optez pour la fiabilité avec notre tampon JONCOUX Ø139 mm, fabriqué en France, pour un raccordement sûr et durable. Ce tampon avec bride support orientable est conçu pour garantir une connexion sécurisée et performante dans vos installations de chauffage POLYFEU.",joncoux,Tampon de diametre 139mm - bride support orientable pour raccordement - modele POLYFEU - Joncoux,14.4,jon-44113,0.0,https://www.centrale-brico.com/joncoux-tampon-de-diametre-139mm-bride-support-orientable-pour-raccordement-modele-polyfeu-b8531400,14.4
2149,3551760430134,Raccordement - Accessoires,B8531300,"Le Té 90° avec piquage femelle, conçu pour le raccordement à l'arrière de l'appareil, fait partie de la série POLYFEU de JONCOUX. Ce raccord en aluminium, d'un diamètre de 139 mm, offre une connexion fiable et durable pour les installations de chauffage au gaz. Sa finition aluminiée et sa conformité à la norme CE 0071 garantissent une installation sécurisée et performante.",joncoux,Coude en T de 90deg d'angle pour raccordement femelle - modele POLYFEU - Diametre 139 mm - Joncoux,32.87,jon-43013,0.0,https://www.centrale-brico.com/joncoux-coude-en-t-de-90-d-angle-pour-raccordement-femelle-modele-polyfeu-diametre-139-mm-b8531300,32.87
2150,3551760424133,Raccordement - Accessoires,B8531200,"Coude à 45° plissé, conçu pour le raccordement de conduits en aluminié-galvanisé dans les systèmes de chauffage. Ce composant, avec un diamètre intérieur de 139 mm et une épaisseur de 0,55 mm, est idéal pour les chaudières au gaz. Conforme à la norme CE 0071, il assure une connexion fiable et sécurisée dans vos installations de chauffage.",joncoux,Coude plisse de 45deg d'angle et aluminie pour conduit de raccordement - Diametre 139 mm - modele POLYFEU - Joncoux,16.36,jon-42413,0.0,https://www.centrale-brico.com/joncoux-coude-plisse-de-45-d-angle-et-aluminie-pour-conduit-de-raccordement-diametre-139-mm-modele-polyfeu-b8531200,16.36
2151,3551760421132,Raccordement - Accessoires,B8531100,"Coude à 90° plissé, conçu pour le raccordement de conduits en aluminié-galvanisé dans les systèmes de chauffage. Ce composant, avec un diamètre intérieur de 139 mm et une épaisseur de 0,55 mm, est idéal pour les chaudières au gaz. Conforme à la norme CE 0071, il assure une connexion fiable et sécurisée dans vos installations de chauffage.",joncoux,Coude plisse de 90deg d'angle et aluminie pour conduit de raccordement - Diametre 139 mm - modele POLYFEU - Joncoux,16.36,jon-42113,0.0,https://www.centrale-brico.com/joncoux-coude-plisse-de-90-d-angle-et-aluminie-pour-conduit-de-raccordement-diametre-139-mm-modele-polyfeu-b8531100,16.36
2152,3551760413137,Raccordement - Accessoires,B8531000,"Optez pour notre tuyau de raccordement en aluminium agraphé, conçu spécifiquement pour les chaudières au gaz. Avec un diamètre intérieur de 139 mm et une épaisseur de 0,55 mm, ce tuyau assure une connexion fiable et durable pour vos systèmes de chauffage. Conforme à la norme CE 0071, il garantit une installation sécurisée et conforme aux réglementations en vigueur.",joncoux,"Tuyau aluminie de raccordement - modele POLYFEU - Diametre de 139mm - Longueur 0,33M - Joncoux",15.3,jon-41313,0.0,https://www.centrale-brico.com/joncoux-tuyau-aluminie-de-raccordement-modele-polyfeu-diametre-de-139mm-longueur-033m-b8531000,15.3
